번호,대여/반납,일시,보관소명,거치대번호,처리자
1426663,대여,2014년07월08일11시43분02초,사천교,18,사용자
1426666,대여,2014년07월08일11시54분11초,해담는 다리,11,사용자
1426667,대여,2014년07월08일11시55분07초,사천교,10,사용자
1426670,대여,2014년07월08일12시58분53초,홍은사거리,10,사용자
1426672,대여,2014년07월08일13시02분40초,홍은사거리,10,사용자
1426673,대여,2014년07월08일13시08분59초,해담는 다리,8,사용자
1426674,대여,2014년07월08일13시13분20초,해담는 다리,6,사용자
1426675,대여,2014년07월08일13시37분18초,사천교,4,사용자
1426676,대여,2014년07월08일13시38분05초,해담는 다리,7,사용자
1426682,대여,2014년07월08일14시29분20초,홍은사거리,12,사용자
1426684,대여,2014년07월08일14시31분11초,사천교,1,사용자
1426685,대여,2014년07월08일14시31분47초,홍은사거리,12,사용자
1426687,대여,2014년07월08일14시33분26초,사천교,16,사용자
1426689,대여,2014년07월08일14시37분07초,사천교,6,사용자
1426690,대여,2014년07월08일14시52분58초,해담는 다리,7,사용자
1426691,대여,2014년07월08일14시59분42초,홍은사거리,10,사용자
1426692,대여,2014년07월08일15시14분39초,해담는 다리,14,사용자
1426693,대여,2014년07월08일15시15분40초,해담는 다리,13,사용자
1426694,대여,2014년07월08일15시21분22초,증산2교,6,사용자
1426695,대여,2014년07월08일15시28분44초,사천교,18,사용자
1426696,대여,2014년07월08일15시43분15초,홍은사거리,7,사용자
1426698,대여,2014년07월08일15시54분20초,해담는 다리,12,사용자
1426701,대여,2014년07월08일16시08분44초,홍은사거리,16,사용자
1426702,대여,2014년07월08일16시20분30초,홍은사거리,11,사용자
1426704,대여,2014년07월08일16시25분12초,사천교,10,사용자
1426706,대여,2014년07월08일16시25분43초,홍은사거리,7,사용자
1426707,대여,2014년07월08일16시26분31초,홍은사거리,24,사용자
1426711,대여,2014년07월08일16시34분22초,문화촌,11,사용자
1426712,대여,2014년07월08일16시45분25초,홍은사거리,23,사용자
1426714,대여,2014년07월08일17시05분42초,증산2교,10,사용자
1426715,대여,2014년07월08일17시07분54초,홍은사거리,20,사용자
1426717,대여,2014년07월08일17시12분11초,홍은사거리,3,사용자
1426719,대여,2014년07월08일17시15분34초,홍은사거리,4,사용자
1426722,대여,2014년07월08일17시17분56초,홍은사거리,14,사용자
1426726,대여,2014년07월08일17시24분11초,사천교,4,사용자
1426727,대여,2014년07월08일17시24분55초,사천교,8,사용자
1426728,대여,2014년07월08일17시25분01초,홍은사거리,4,사용자
1426730,대여,2014년07월08일17시26분53초,문화촌,10,사용자
1426731,대여,2014년07월08일17시27분12초,사천교,7,사용자
1426734,대여,2014년07월08일17시29분52초,사천교,6,사용자
1426737,대여,2014년07월08일17시33분15초,사천교,16,사용자
1426738,대여,2014년07월08일17시33분28초,사천교,13,사용자
1426739,대여,2014년07월08일17시34분58초,증산2교,10,사용자
1426740,대여,2014년07월08일17시38분13초,문화촌,9,사용자
1426741,대여,2014년07월08일17시46분17초,사천교,9,사용자
1426743,대여,2014년07월08일17시47분41초,사천교,7,사용자
1426749,대여,2014년07월08일18시16분12초,홍은사거리,5,사용자
1426752,대여,2014년07월08일18시26분23초,문화촌,9,사용자
1426753,대여,2014년07월08일18시27분06초,홍은사거리,10,사용자
1426754,대여,2014년07월08일18시28분03초,홍은사거리,21,사용자
1426757,대여,2014년07월08일18시30분25초,홍은사거리,12,사용자
1426758,대여,2014년07월08일18시37분13초,증산2교,18,사용자
1426759,대여,2014년07월08일18시37분51초,사천교,11,사용자
1426761,대여,2014년07월08일18시47분43초,홍은사거리,11,사용자
1426764,대여,2014년07월08일18시56분59초,증산2교,8,사용자
1426765,대여,2014년07월08일18시57분03초,홍은사거리,5,사용자
1426766,대여,2014년07월08일18시58분34초,증산2교,7,사용자
1426768,대여,2014년07월08일18시58분48초,문화촌,10,사용자
1426769,대여,2014년07월08일18시59분17초,문화촌,7,사용자
1426770,대여,2014년07월08일19시01분10초,해담는 다리,7,사용자
1426771,대여,2014년07월08일19시04분39초,해담는 다리,11,사용자
1426772,대여,2014년07월08일19시05분46초,해담는 다리,14,사용자
1426776,대여,2014년07월08일19시08분40초,문화촌,8,사용자
1426778,대여,2014년07월08일19시09분25초,해담는 다리,8,사용자
1426780,대여,2014년07월08일19시13분51초,문화촌,11,사용자
1426781,대여,2014년07월08일19시18분34초,문화촌,12,사용자
1426782,대여,2014년07월08일19시18분39초,문화촌,10,사용자
1426783,대여,2014년07월08일19시18분56초,증산2교,14,사용자
1426784,대여,2014년07월08일19시22분41초,사천교,16,사용자
1426786,대여,2014년07월08일19시27분55초,사천교,10,사용자
1426790,대여,2014년07월08일19시34분50초,사천교,7,사용자
1426791,대여,2014년07월08일19시40분02초,홍은사거리,20,사용자
1426792,대여,2014년07월08일19시40분06초,홍은사거리,10,사용자
1426795,대여,2014년07월08일19시41분57초,문화촌,11,사용자
1426796,대여,2014년07월08일19시47분11초,홍은사거리,24,사용자
1426798,대여,2014년07월08일19시48분11초,문화촌,9,사용자
1426801,대여,2014년07월08일19시57분27초,사천교,8,사용자
1426803,대여,2014년07월08일19시58분51초,사천교,7,사용자
1426804,대여,2014년07월08일19시59분32초,홍은사거리,10,사용자
1426805,대여,2014년07월08일20시03분07초,해담는 다리,14,사용자
1426806,대여,2014년07월08일20시03분19초,사천교,8,사용자
1426807,대여,2014년07월08일20시11분29초,해담는 다리,9,사용자
1426829,대여,2014년07월09일07시18분56초,사천교,13,사용자
1426831,대여,2014년07월09일07시34분48초,문화촌,12,사용자
1426832,대여,2014년07월09일09시05분15초,사천교,7,사용자
1426833,대여,2014년07월09일09시20분18초,해담는 다리,10,관리자
1426835,대여,2014년07월09일09시22분05초,사천교,13,사용자
1426836,대여,2014년07월09일09시26분16초,증산2교,4,관리자
1426842,대여,2014년07월09일09시57분25초,홍은사거리,11,사용자
1426843,대여,2014년07월09일10시03분07초,홍은사거리,15,사용자
1426844,대여,2014년07월09일10시18분29초,문화촌,9,관리자
1426846,대여,2014년07월09일10시33분01초,홍은사거리,20,사용자
1426847,대여,2014년07월09일10시33분23초,홍은사거리,17,사용자
1426848,대여,2014년07월09일10시33분30초,사천교,16,관리자
1426850,대여,2014년07월09일10시40분35초,사천교,8,사용자
1426852,대여,2014년07월09일10시51분40초,해담는 다리,7,사용자
1426856,대여,2014년07월09일11시41분17초,증산2교,10,사용자
1426857,대여,2014년07월09일12시01분50초,사천교,6,사용자
1426859,대여,2014년07월09일12시23분59초,사천교,10,사용자
1426865,대여,2014년07월09일12시57분38초,해담는 다리,14,사용자
1426866,대여,2014년07월09일13시10분50초,홍은사거리,12,사용자
1426867,대여,2014년07월09일13시11분53초,해담는 다리,13,사용자
1426868,대여,2014년07월09일13시14분10초,홍은사거리,10,사용자
1426869,대여,2014년07월09일13시15분22초,문화촌,9,사용자
1426871,대여,2014년07월09일13시26분57초,홍은사거리,3,사용자
1426873,대여,2014년07월09일13시37분45초,홍은사거리,9,사용자
1426875,대여,2014년07월09일13시43분09초,홍은사거리,17,사용자
1426877,대여,2014년07월09일14시12분38초,증산2교,6,사용자
1426878,대여,2014년07월09일14시13분39초,증산2교,18,사용자
1426880,대여,2014년07월09일14시13분47초,문화촌,9,사용자
1426881,대여,2014년07월09일14시18분21초,홍은사거리,5,사용자
1426882,대여,2014년07월09일14시18분58초,홍은사거리,11,사용자
1426883,대여,2014년07월09일14시19분51초,해담는 다리,7,사용자
1426884,대여,2014년07월09일14시22분27초,해담는 다리,14,사용자
1426886,대여,2014년07월09일14시40분03초,홍은사거리,20,사용자
1426888,대여,2014년07월09일14시42분04초,홍은사거리,10,사용자
1426893,대여,2014년07월09일14시52분27초,문화촌,2,사용자
1426894,대여,2014년07월09일14시53분46초,문화촌,8,사용자
1426895,대여,2014년07월09일14시54분20초,문화촌,16,사용자
1426898,대여,2014년07월09일14시56분55초,문화촌,11,사용자
1426899,대여,2014년07월09일14시57분19초,문화촌,9,사용자
1426902,대여,2014년07월09일15시29분06초,문화촌,16,사용자
1426906,대여,2014년07월09일16시16분03초,증산2교,20,사용자
1426908,대여,2014년07월09일16시29분55초,문화촌,16,사용자
1426911,대여,2014년07월09일17시12분41초,해담는 다리,8,사용자
1426912,대여,2014년07월09일17시16분30초,문화촌,8,사용자
1426914,대여,2014년07월09일17시23분16초,사천교,15,사용자
1426915,대여,2014년07월09일17시23분29초,사천교,11,사용자
1426916,대여,2014년07월09일17시24분02초,문화촌,11,사용자
1426917,대여,2014년07월09일17시26분22초,문화촌,9,사용자
1426919,대여,2014년07월09일17시28분06초,사천교,17,사용자
1426920,대여,2014년07월09일17시29분21초,홍은사거리,10,사용자
1426922,대여,2014년07월09일17시34분39초,홍은사거리,11,사용자
1426923,대여,2014년07월09일17시35분08초,사천교,4,사용자
1426925,대여,2014년07월09일17시38분02초,홍은사거리,13,사용자
1426926,대여,2014년07월09일17시42분45초,증산2교,6,사용자
1426932,대여,2014년07월09일18시02분20초,문화촌,16,사용자
1426934,대여,2014년07월09일18시08분44초,해담는 다리,9,사용자
1426936,대여,2014년07월09일18시18분16초,문화촌,3,사용자
1426937,대여,2014년07월09일18시18분51초,해담는 다리,11,사용자
1426938,대여,2014년07월09일18시22분43초,홍은사거리,5,사용자
1426939,대여,2014년07월09일18시30분26초,증산2교,18,사용자
1426942,대여,2014년07월09일18시35분21초,해담는 다리,12,사용자
1426943,대여,2014년07월09일18시35분34초,해담는 다리,13,사용자
1426945,대여,2014년07월09일18시37분46초,해담는 다리,8,사용자
1426947,대여,2014년07월09일18시38분56초,홍은사거리,8,사용자
1426948,대여,2014년07월09일18시39분24초,해담는 다리,6,사용자
1426950,대여,2014년07월09일18시41분56초,홍은사거리,11,사용자
1426951,대여,2014년07월09일18시44분03초,홍은사거리,22,사용자
1426953,대여,2014년07월09일18시49분02초,홍은사거리,20,사용자
1426955,대여,2014년07월09일18시53분09초,문화촌,8,사용자
1426957,대여,2014년07월09일19시10분01초,사천교,13,사용자
1426958,대여,2014년07월09일19시11분57초,사천교,7,사용자
1426960,대여,2014년07월09일19시36분15초,해담는 다리,12,사용자
1426961,대여,2014년07월09일19시39분49초,해담는 다리,14,사용자
1426963,대여,2014년07월09일19시40분55초,문화촌,3,사용자
1426964,대여,2014년07월09일19시42분15초,해담는 다리,9,사용자
1426966,대여,2014년07월09일19시49분47초,해담는 다리,14,사용자
1426968,대여,2014년07월09일19시51분23초,해담는 다리,8,사용자
1426969,대여,2014년07월09일19시55분26초,사천교,8,사용자
1426970,대여,2014년07월09일19시58분07초,해담는 다리,13,사용자
1426971,대여,2014년07월09일20시00분22초,해담는 다리,14,사용자
1426974,대여,2014년07월09일20시10분32초,해담는 다리,13,사용자
1426992,대여,2014년07월10일07시23분23초,문화촌,8,사용자
1426993,대여,2014년07월10일08시02분36초,홍은사거리,12,사용자
1426994,대여,2014년07월10일08시04분14초,사천교,6,사용자
1426997,대여,2014년07월10일08시54분18초,홍은사거리,10,사용자
1426998,대여,2014년07월10일09시34분29초,홍은사거리,13,사용자
1426999,대여,2014년07월10일09시37분00초,증산2교,2,관리자
1427002,대여,2014년07월10일09시42분15초,문화촌,11,사용자
1427004,대여,2014년07월10일10시04분23초,홍은사거리,22,사용자
1427009,대여,2014년07월10일10시40분29초,홍은사거리,10,사용자
1427012,대여,2014년07월10일10시44분25초,홍은사거리,12,사용자
1427013,대여,2014년07월10일10시44분39초,홍은사거리,15,사용자
1427014,대여,2014년07월10일10시49분51초,문화촌,10,사용자
1427017,대여,2014년07월10일11시05분02초,문화촌,11,사용자
1427019,대여,2014년07월10일11시13분38초,홍은사거리,11,사용자
1427020,대여,2014년07월10일11시14분27초,홍은사거리,7,사용자
1427021,대여,2014년07월10일11시15분26초,사천교,2,관리자
1427022,대여,2014년07월10일11시30분13초,사천교,10,사용자
1427024,대여,2014년07월10일11시38분40초,증산2교,2,사용자
1427027,대여,2014년07월10일12시10분11초,해담는 다리,8,사용자
1427028,대여,2014년07월10일12시15분09초,사천교,15,사용자
1427029,대여,2014년07월10일12시16분54초,홍은사거리,15,사용자
1427032,대여,2014년07월10일12시29분51초,홍은사거리,9,사용자
1427035,대여,2014년07월10일12시54분52초,홍은사거리,12,사용자
1427036,대여,2014년07월10일13시10분06초,해담는 다리,13,사용자
1427038,대여,2014년07월10일13시24분47초,홍은사거리,17,사용자
1427039,대여,2014년07월10일13시26분31초,홍은사거리,23,사용자
1427040,대여,2014년07월10일13시27분25초,사천교,8,사용자
1427045,대여,2014년07월10일13시57분33초,문화촌,15,사용자
1427048,대여,2014년07월10일14시50분38초,홍은사거리,12,사용자
1427050,대여,2014년07월10일15시21분19초,문화촌,15,사용자
1427054,대여,2014년07월10일16시12분02초,문화촌,10,사용자
1427055,대여,2014년07월10일16시23분05초,홍은사거리,4,사용자
1427056,대여,2014년07월10일16시28분45초,홍은사거리,14,사용자
1427057,대여,2014년07월10일16시32분33초,홍은사거리,23,사용자
1427059,대여,2014년07월10일16시43분00초,증산2교,20,사용자
1427061,대여,2014년07월10일16시50분41초,해담는 다리,8,사용자
1427062,대여,2014년07월10일16시55분55초,문화촌,3,사용자
1427063,대여,2014년07월10일16시56분52초,홍은사거리,20,사용자
1427065,대여,2014년07월10일17시01분24초,홍은사거리,16,사용자
1427066,대여,2014년07월10일17시03분12초,홍은사거리,17,사용자
1427067,대여,2014년07월10일17시06분13초,홍은사거리,13,사용자
1427069,대여,2014년07월10일17시08분59초,홍은사거리,22,사용자
1427070,대여,2014년07월10일17시09분47초,홍은사거리,3,사용자
1427071,대여,2014년07월10일17시15분22초,홍은사거리,21,사용자
1427073,대여,2014년07월10일17시19분48초,홍은사거리,17,사용자
1427074,대여,2014년07월10일17시21분56초,사천교,6,사용자
1427075,대여,2014년07월10일17시23분09초,문화촌,3,사용자
1427076,대여,2014년07월10일17시39분57초,증산2교,6,사용자
1427079,대여,2014년07월10일18시20분46초,해담는 다리,12,사용자
1427080,대여,2014년07월10일18시21분19초,해담는 다리,10,사용자
1427081,대여,2014년07월10일18시33분21초,홍은사거리,21,사용자
1427085,대여,2014년07월10일18시36분48초,해담는 다리,12,사용자
1427086,대여,2014년07월10일18시38분03초,해담는 다리,9,사용자
1427088,대여,2014년07월10일18시51분36초,증산2교,10,사용자
1427089,대여,2014년07월10일18시51분36초,해담는 다리,2,사용자
1427090,대여,2014년07월10일18시52분16초,증산2교,18,사용자
1427091,대여,2014년07월10일18시54분45초,해담는 다리,13,사용자
1427093,대여,2014년07월10일18시57분14초,해담는 다리,10,사용자
1427097,대여,2014년07월10일19시16분51초,홍은사거리,21,사용자
1427098,대여,2014년07월10일19시17분15초,해담는 다리,12,사용자
1427100,대여,2014년07월10일19시20분54초,해담는 다리,12,사용자
1427101,대여,2014년07월10일19시21분57초,해담는 다리,14,사용자
1427102,대여,2014년07월10일19시24분00초,홍은사거리,22,사용자
1427107,대여,2014년07월10일19시28분29초,문화촌,11,사용자
1427108,대여,2014년07월10일19시29분10초,홍은사거리,15,사용자
1427111,대여,2014년07월10일19시29분55초,해담는 다리,11,사용자
1427112,대여,2014년07월10일19시33분12초,해담는 다리,13,사용자
1427113,대여,2014년07월10일19시33분45초,해담는 다리,12,사용자
1427114,대여,2014년07월10일19시33분57초,해담는 다리,14,사용자
1427116,대여,2014년07월10일19시36분50초,문화촌,16,사용자
1427117,대여,2014년07월10일19시39분04초,문화촌,11,사용자
1427119,대여,2014년07월10일19시45분46초,문화촌,10,사용자
1427121,대여,2014년07월10일19시52분50초,홍은사거리,18,사용자
1427123,대여,2014년07월10일19시54분37초,사천교,8,사용자
1427126,대여,2014년07월10일19시59분34초,홍은사거리,22,사용자
1427128,대여,2014년07월10일20시00분57초,홍은사거리,24,사용자
1427129,대여,2014년07월10일20시02분38초,문화촌,13,사용자
1427130,대여,2014년07월10일20시03분55초,홍은사거리,2,사용자
1427132,대여,2014년07월10일20시11분04초,사천교,13,사용자
1427157,대여,2014년07월11일07시13분21초,사천교,9,사용자
1427158,대여,2014년07월11일07시14분40초,사천교,18,사용자
1427159,대여,2014년07월11일07시16분52초,홍은사거리,12,사용자
1427160,대여,2014년07월11일07시34분19초,문화촌,10,사용자
1427161,대여,2014년07월11일08시01분53초,문화촌,9,사용자
1427162,대여,2014년07월11일08시04분41초,사천교,14,사용자
1427163,대여,2014년07월11일08시56분10초,홍은사거리,15,사용자
1427166,대여,2014년07월11일09시11분58초,해담는 다리,13,사용자
1427167,대여,2014년07월11일09시13분04초,홍은사거리,13,사용자
1427169,대여,2014년07월11일09시17분19초,해담는 다리,8,관리자
1427170,대여,2014년07월11일09시17분25초,해담는 다리,9,관리자
1427171,대여,2014년07월11일09시18분08초,홍은사거리,14,사용자
1427174,대여,2014년07월11일09시37분11초,홍은사거리,10,관리자
1427175,대여,2014년07월11일09시42분19초,해담는 다리,4,사용자
1427179,대여,2014년07월11일09시58분02초,사천교,18,사용자
1427181,대여,2014년07월11일10시03분15초,증산2교,20,사용자
1427184,대여,2014년07월11일10시12분12초,해담는 다리,12,사용자
1427185,대여,2014년07월11일10시15분19초,홍은사거리,22,사용자
1427187,대여,2014년07월11일10시17분27초,홍은사거리,6,사용자
1427189,대여,2014년07월11일10시40분12초,홍은사거리,12,사용자
1427191,대여,2014년07월11일10시48분42초,홍은사거리,5,사용자
1427193,대여,2014년07월11일11시04분10초,사천교,18,사용자
1427203,대여,2014년07월11일13시32분46초,홍은사거리,14,관리자
1427207,대여,2014년07월11일13시33분56초,홍은사거리,16,관리자
1427208,대여,2014년07월11일13시34분22초,사천교,3,사용자
1427210,대여,2014년07월11일13시49분05초,해담는 다리,4,사용자
1427211,대여,2014년07월11일13시57분15초,홍은사거리,4,사용자
1427213,대여,2014년07월11일14시06분47초,증산2교,3,사용자
1427215,대여,2014년07월11일14시08분44초,해담는 다리,14,사용자
1427216,대여,2014년07월11일14시08분48초,증산2교,19,사용자
1427217,대여,2014년07월11일14시13분31초,홍은사거리,11,사용자
1427219,대여,2014년07월11일14시15분45초,홍은사거리,24,사용자
1427222,대여,2014년07월11일14시38분30초,문화촌,3,사용자
1427224,대여,2014년07월11일14시40분32초,문화촌,6,사용자
1427226,대여,2014년07월11일14시49분05초,홍은사거리,12,사용자
1427228,대여,2014년07월11일14시53분18초,홍은사거리,14,사용자
1427229,대여,2014년07월11일15시11분22초,홍은사거리,10,사용자
1427230,대여,2014년07월11일15시13분03초,홍은사거리,11,사용자
1427232,대여,2014년07월11일15시15분14초,홍은사거리,22,사용자
1427233,대여,2014년07월11일15시15분33초,홍은사거리,13,사용자
1427236,대여,2014년07월11일15시21분03초,문화촌,9,사용자
1427237,대여,2014년07월11일15시21분34초,문화촌,8,사용자
1427239,대여,2014년07월11일15시23분29초,홍은사거리,5,사용자
1427240,대여,2014년07월11일15시24분44초,홍은사거리,21,사용자
1427241,대여,2014년07월11일15시32분42초,홍은사거리,23,사용자
1427242,대여,2014년07월11일15시34분31초,홍은사거리,20,사용자
1427243,대여,2014년07월11일15시35분37초,문화촌,9,사용자
1427244,대여,2014년07월11일15시42분58초,홍은사거리,17,사용자
1427248,대여,2014년07월11일16시07분13초,홍은사거리,10,사용자
1427250,대여,2014년07월11일16시09분50초,홍은사거리,11,사용자
1427251,대여,2014년07월11일16시15분26초,문화촌,3,사용자
1427254,대여,2014년07월11일16시47분23초,해담는 다리,10,사용자
1427255,대여,2014년07월11일16시48분27초,홍은사거리,4,사용자
1427257,대여,2014년07월11일16시51분11초,해담는 다리,6,사용자
1427258,대여,2014년07월11일16시56분02초,홍은사거리,22,사용자
1427259,대여,2014년07월11일17시04분10초,사천교,7,사용자
1427260,대여,2014년07월11일17시16분26초,문화촌,17,사용자
1427264,대여,2014년07월11일17시34분55초,홍은사거리,2,사용자
1427265,대여,2014년07월11일17시38분19초,홍은사거리,10,사용자
1427266,대여,2014년07월11일17시38분22초,해담는 다리,5,사용자
1427267,대여,2014년07월11일17시39분44초,홍은사거리,14,사용자
1427268,대여,2014년07월11일17시40분13초,홍은사거리,6,사용자
1427269,대여,2014년07월11일17시47분33초,홍은사거리,3,사용자
1427272,대여,2014년07월11일17시50분23초,홍은사거리,7,사용자
1427273,대여,2014년07월11일17시50분36초,해담는 다리,11,사용자
1427274,대여,2014년07월11일17시50분40초,해담는 다리,7,사용자
1427275,대여,2014년07월11일17시51분18초,홍은사거리,14,사용자
1427276,대여,2014년07월11일17시51분46초,해담는 다리,13,사용자
1427277,대여,2014년07월11일17시55분17초,해담는 다리,3,사용자
1427279,대여,2014년07월11일17시56분38초,홍은사거리,22,사용자
1427282,대여,2014년07월11일18시15분58초,해담는 다리,9,사용자
1427285,대여,2014년07월11일18시23분40초,문화촌,3,사용자
1427290,대여,2014년07월11일18시33분30초,사천교,2,사용자
1427291,대여,2014년07월11일18시33분56초,사천교,10,사용자
1427292,대여,2014년07월11일18시35분58초,홍은사거리,23,사용자
1427293,대여,2014년07월11일18시39분52초,홍은사거리,9,사용자
1427294,대여,2014년07월11일18시41분37초,홍은사거리,20,사용자
1427296,대여,2014년07월11일18시42분37초,사천교,6,사용자
1427298,대여,2014년07월11일18시45분07초,홍은사거리,4,사용자
1427299,대여,2014년07월11일18시46분10초,사천교,14,사용자
1427303,대여,2014년07월11일18시51분38초,해담는 다리,12,사용자
1427304,대여,2014년07월11일18시53분05초,홍은사거리,20,사용자
1427306,대여,2014년07월11일18시59분03초,사천교,13,사용자
1427308,대여,2014년07월11일19시07분47초,증산2교,16,사용자
1427309,대여,2014년07월11일19시08분00초,증산2교,3,사용자
1427311,대여,2014년07월11일19시10분26초,증산2교,19,사용자
1427314,대여,2014년07월11일19시15분04초,홍은사거리,6,사용자
1427315,대여,2014년07월11일19시15분41초,문화촌,10,사용자
1427317,대여,2014년07월11일19시23분14초,홍은사거리,9,사용자
1427318,대여,2014년07월11일19시24분03초,증산2교,4,사용자
1427321,대여,2014년07월11일19시31분36초,사천교,13,사용자
1427322,대여,2014년07월11일19시32분40초,사천교,1,사용자
1427324,대여,2014년07월11일19시35분09초,사천교,4,사용자
1427326,대여,2014년07월11일19시39분35초,홍은사거리,22,사용자
1427327,대여,2014년07월11일19시40분06초,사천교,1,사용자
1427328,대여,2014년07월11일19시40분34초,사천교,18,사용자
1427330,대여,2014년07월11일19시44분55초,사천교,16,사용자
1427331,대여,2014년07월11일19시52분42초,문화촌,3,사용자
1427332,대여,2014년07월11일19시53분25초,문화촌,1,사용자
1427335,대여,2014년07월11일19시55분38초,홍은사거리,7,사용자
1427336,대여,2014년07월11일19시58분06초,홍은사거리,24,사용자
1427338,대여,2014년07월11일20시00분54초,문화촌,3,사용자
1427339,대여,2014년07월11일20시02분33초,해담는 다리,6,사용자
1427344,대여,2014년07월11일20시10분31초,증산2교,10,사용자
1427345,대여,2014년07월11일20시10분46초,홍은사거리,4,사용자
1427346,대여,2014년07월11일20시11분18초,증산2교,4,사용자
1427347,대여,2014년07월11일20시12분46초,증산2교,11,사용자
1427373,대여,2014년07월12일07시14분49초,홍은사거리,15,사용자
1427375,대여,2014년07월12일07시15분56초,사천교,13,사용자
1427376,대여,2014년07월12일07시16분14초,사천교,16,사용자
1427377,대여,2014년07월12일07시18분25초,홍은사거리,17,사용자
1427378,대여,2014년07월12일07시35분47초,홍은사거리,14,사용자
1427380,대여,2014년07월12일07시53분06초,사천교,1,사용자
1427382,대여,2014년07월12일07시54분57초,사천교,12,사용자
1427384,대여,2014년07월12일07시58분45초,사천교,15,사용자
1427385,대여,2014년07월12일08시23분46초,문화촌,3,사용자
1427386,대여,2014년07월12일08시39분50초,홍은사거리,22,사용자
1427387,대여,2014년07월12일08시57분40초,홍은사거리,6,사용자
1427389,대여,2014년07월12일09시01분43초,홍은사거리,12,사용자
1427391,대여,2014년07월12일09시09분51초,홍은사거리,15,사용자
1427394,대여,2014년07월12일09시29분32초,사천교,18,사용자
1427395,대여,2014년07월12일09시38분24초,증산2교,10,사용자
1427397,대여,2014년07월12일09시40분09초,증산2교,4,사용자
1427398,대여,2014년07월12일09시43분56초,홍은사거리,24,사용자
1427399,대여,2014년07월12일09시44분49초,홍은사거리,16,사용자
1427400,대여,2014년07월12일09시45분04초,홍은사거리,3,사용자
1427401,대여,2014년07월12일09시48분00초,홍은사거리,21,사용자
1427402,대여,2014년07월12일09시54분13초,사천교,8,사용자
1427403,대여,2014년07월12일09시54분46초,홍은사거리,22,사용자
1427405,대여,2014년07월12일10시04분48초,사천교,7,사용자
1427407,대여,2014년07월12일10시16분51초,해담는 다리,4,사용자
1427408,대여,2014년07월12일10시16분58초,해담는 다리,3,사용자
1427409,대여,2014년07월12일10시17분49초,해담는 다리,5,사용자
1427410,대여,2014년07월12일10시18분13초,해담는 다리,7,사용자
1427413,대여,2014년07월12일10시20분43초,해담는 다리,11,사용자
1427414,대여,2014년07월12일10시21분51초,해담는 다리,8,사용자
1427415,대여,2014년07월12일10시23분21초,홍은사거리,23,사용자
1427416,대여,2014년07월12일10시36분37초,해담는 다리,5,사용자
1427418,대여,2014년07월12일10시42분46초,홍은사거리,20,사용자
1427419,대여,2014년07월12일10시54분27초,홍은사거리,7,사용자
1427421,대여,2014년07월12일10시58분03초,홍은사거리,4,사용자
1427422,대여,2014년07월12일10시59분23초,홍은사거리,7,사용자
1427424,대여,2014년07월12일11시07분53초,사천교,12,사용자
1427426,대여,2014년07월12일11시10분00초,사천교,18,사용자
1427428,대여,2014년07월12일11시12분30초,문화촌,6,사용자
1427429,대여,2014년07월12일11시13분21초,홍은사거리,21,사용자
1427431,대여,2014년07월12일11시20분36초,홍은사거리,15,사용자
1427433,대여,2014년07월12일11시33분30초,사천교,6,사용자
1427436,대여,2014년07월12일11시37분32초,사천교,1,사용자
1427438,대여,2014년07월12일11시40분26초,사천교,12,사용자
1427440,대여,2014년07월12일11시41분52초,사천교,6,사용자
1427443,대여,2014년07월12일11시57분01초,홍은사거리,7,사용자
1427444,대여,2014년07월12일12시05분22초,해담는 다리,12,사용자
1427445,대여,2014년07월12일12시06분23초,해담는 다리,3,사용자
1427447,대여,2014년07월12일12시09분01초,해담는 다리,9,사용자
1427448,대여,2014년07월12일12시13분59초,해담는 다리,7,사용자
1427449,대여,2014년07월12일12시20분16초,홍은사거리,21,사용자
1427450,대여,2014년07월12일12시27분09초,홍은사거리,3,사용자
1427453,대여,2014년07월12일12시30분21초,홍은사거리,24,사용자
1427456,대여,2014년07월12일12시36분50초,홍은사거리,3,사용자
1427458,대여,2014년07월12일12시43분26초,홍은사거리,23,사용자
1427459,대여,2014년07월12일12시51분25초,증산2교,8,사용자
1427460,대여,2014년07월12일13시04분13초,문화촌,9,사용자
1427461,대여,2014년07월12일13시07분08초,문화촌,3,사용자
1427464,대여,2014년07월12일13시23분23초,홍은사거리,7,사용자
1427466,대여,2014년07월12일13시26분57초,홍은사거리,12,사용자
1427467,대여,2014년07월12일13시30분30초,문화촌,9,사용자
1427472,대여,2014년07월12일13시36분21초,홍은사거리,24,사용자
1427475,대여,2014년07월12일13시41분37초,홍은사거리,4,사용자
1427477,대여,2014년07월12일13시44분07초,증산2교,11,사용자
1427479,대여,2014년07월12일13시55분54초,홍은사거리,22,사용자
1427480,대여,2014년07월12일13시58분43초,해담는 다리,7,사용자
1427490,대여,2014년07월12일14시26분25초,홍은사거리,22,사용자
1427491,대여,2014년07월12일14시26분40초,홍은사거리,8,사용자
1427492,대여,2014년07월12일14시26분52초,사천교,12,사용자
1427493,대여,2014년07월12일14시32분14초,홍은사거리,7,사용자
1427494,대여,2014년07월12일14시37분25초,홍은사거리,21,사용자
1427496,대여,2014년07월12일14시39분21초,홍은사거리,24,사용자
1427497,대여,2014년07월12일14시43분19초,사천교,1,사용자
1427498,대여,2014년07월12일14시44분47초,사천교,13,사용자
1427499,대여,2014년07월12일14시45분04초,홍은사거리,21,사용자
