번호,대여/반납,일시,보관소명,거치대번호,처리자
1310340,대여,2012년08월23일14시41분15초,증산2교,16,사용자
1310342,대여,2012년08월23일14시45분56초,홍은사거리,7,사용자
1310344,대여,2012년08월23일14시50분00초,홍은사거리,5,사용자
1310346,대여,2012년08월23일14시54분57초,홍은사거리,5,사용자
1310350,대여,2012년08월23일15시54분06초,문화촌,12,사용자
1310351,대여,2012년08월23일15시55분37초,문화촌,9,사용자
1310363,대여,2012년08월23일17시17분33초,사천교,17,사용자
1310366,대여,2012년08월23일17시22분27초,홍은사거리,10,사용자
1310367,대여,2012년08월23일17시28분57초,증산2교,11,사용자
1310368,대여,2012년08월23일17시48분09초,사천교,16,사용자
1310369,대여,2012년08월23일17시57분15초,문화촌,17,사용자
1310372,대여,2012년08월23일18시01분46초,문화촌,4,사용자
1310373,대여,2012년08월23일18시05분41초,홍은사거리,7,사용자
1310376,대여,2012년08월23일18시08분24초,홍은사거리,2,사용자
1310377,대여,2012년08월23일18시09분09초,홍은사거리,7,사용자
1310380,대여,2012년08월23일18시15분56초,해담는 다리,11,사용자
1310382,대여,2012년08월23일18시24분41초,해담는 다리,1,사용자
1310383,대여,2012년08월23일18시25분09초,문화촌,12,사용자
1310385,대여,2012년08월23일18시26분09초,해담는 다리,5,사용자
1310386,대여,2012년08월23일18시26분38초,해담는 다리,13,사용자
1310387,대여,2012년08월23일18시27분02초,문화촌,9,사용자
1310388,대여,2012년08월23일18시27분46초,문화촌,15,사용자
1310391,대여,2012년08월23일18시36분29초,사천교,12,사용자
1310400,대여,2012년08월23일19시06분43초,문화촌,10,사용자
1310401,대여,2012년08월23일19시12분10초,증산2교,5,사용자
1310405,대여,2012년08월23일19시27분57초,사천교,6,사용자
1310406,대여,2012년08월23일19시29분00초,해담는 다리,13,사용자
1310407,대여,2012년08월23일19시29분34초,증산2교,3,사용자
1310408,대여,2012년08월23일19시30분38초,증산2교,7,사용자
1310409,대여,2012년08월23일19시32분00초,증산2교,6,사용자
1310412,대여,2012년08월23일19시33분16초,증산2교,1,사용자
1310414,대여,2012년08월23일19시37분15초,해담는 다리,11,사용자
1310416,대여,2012년08월23일19시38분35초,사천교,17,사용자
1310420,대여,2012년08월23일19시44분47초,해담는 다리,11,사용자
1310421,대여,2012년08월23일19시47분11초,문화촌,16,사용자
1310424,대여,2012년08월23일19시55분16초,증산2교,14,사용자
1310425,대여,2012년08월23일19시59분09초,홍은사거리,7,사용자
1310427,대여,2012년08월23일20시01분00초,홍은사거리,5,사용자
1310428,대여,2012년08월23일20시03분23초,홍은사거리,13,사용자
1310429,대여,2012년08월23일20시04분10초,홍은사거리,7,사용자
1310451,대여,2012년08월24일07시36분38초,증산2교,15,사용자
1310452,대여,2012년08월24일08시38분43초,사천교,6,사용자
1310453,대여,2012년08월24일08시42분52초,해담는 다리,8,사용자
1310497,대여,2012년08월24일09시24분15초,홍은사거리,7,사용자
1310499,대여,2012년08월24일09시25분08초,홍은사거리,2,사용자
1310500,대여,2012년08월24일09시26분01초,홍은사거리,19,사용자
1310501,대여,2012년08월24일09시34분30초,해담는 다리,8,관리자
1310502,대여,2012년08월24일09시34분42초,해담는 다리,2,관리자
1310507,대여,2012년08월24일09시39분59초,증산2교,8,관리자
1310508,대여,2012년08월24일09시40분05초,증산2교,6,관리자
1310520,대여,2012년08월24일10시10분00초,사천교,16,사용자
1310521,대여,2012년08월24일10시11분28초,홍은사거리,3,사용자
1310522,대여,2012년08월24일10시12분09초,홍은사거리,7,사용자
1310527,대여,2012년08월24일11시15분40초,증산2교,17,사용자
1310528,대여,2012년08월24일11시16분41초,증산2교,10,사용자
1310529,대여,2012년08월24일11시17분28초,증산2교,3,사용자
1310531,대여,2012년08월24일11시20분08초,증산2교,19,사용자
1310532,대여,2012년08월24일11시25분48초,홍은사거리,1,사용자
1310533,대여,2012년08월24일11시26분42초,홍은사거리,13,사용자
1310534,대여,2012년08월24일11시27분48초,홍은사거리,24,사용자
1310536,대여,2012년08월24일11시30분24초,홍은사거리,10,사용자
1310537,대여,2012년08월24일11시39분02초,홍은사거리,1,사용자
1310539,대여,2012년08월24일11시45분16초,홍은사거리,7,사용자
1310542,대여,2012년08월24일12시02분45초,해담는 다리,13,사용자
1310543,대여,2012년08월24일12시15분17초,사천교,6,사용자
1310546,대여,2012년08월24일12시22분47초,사천교,14,사용자
1310547,대여,2012년08월24일12시31분59초,홍은사거리,7,사용자
1310548,대여,2012년08월24일12시33분10초,홍은사거리,1,사용자
1310553,대여,2012년08월24일13시11분17초,해담는 다리,1,사용자
1310555,대여,2012년08월24일13시26분18초,홍은사거리,7,사용자
1310570,대여,2012년08월24일14시11분55초,해담는 다리,7,사용자
1310577,대여,2012년08월24일14시27분12초,증산2교,15,사용자
1310586,대여,2012년08월24일14시32분08초,홍은사거리,7,관리자
1310587,대여,2012년08월24일14시35분44초,홍은사거리,18,사용자
1310589,대여,2012년08월24일14시49분57초,사천교,12,사용자
1310591,대여,2012년08월24일14시52분41초,문화촌,17,사용자
1310592,대여,2012년08월24일14시59분16초,문화촌,12,사용자
1310595,대여,2012년08월24일15시05분15초,홍은사거리,5,사용자
1310599,대여,2012년08월24일15시15분25초,사천교,16,사용자
1310608,대여,2012년08월24일15시32분03초,문화촌,12,사용자
1310609,대여,2012년08월24일15시45분15초,해담는 다리,1,사용자
1310610,대여,2012년08월24일15시54분47초,홍은사거리,7,사용자
1310612,대여,2012년08월24일15시56분56초,홍은사거리,13,사용자
1310614,대여,2012년08월24일15시59분08초,홍은사거리,1,사용자
1310615,대여,2012년08월24일15시59분12초,사천교,6,사용자
1310616,대여,2012년08월24일16시02분08초,문화촌,19,사용자
1310617,대여,2012년08월24일16시03분30초,홍은사거리,7,사용자
1310619,대여,2012년08월24일16시13분15초,홍은사거리,19,사용자
1310621,대여,2012년08월24일16시24분04초,해담는 다리,7,사용자
1310623,대여,2012년08월24일16시27분26초,해담는 다리,9,사용자
1310624,대여,2012년08월24일16시31분43초,해담는 다리,11,사용자
1310626,대여,2012년08월24일16시35분11초,해담는 다리,13,사용자
1310628,대여,2012년08월24일16시37분32초,해담는 다리,5,사용자
1310630,대여,2012년08월24일16시41분29초,해담는 다리,10,사용자
1310634,대여,2012년08월24일16시50분02초,해담는 다리,9,사용자
1310636,대여,2012년08월24일17시09분16초,홍은사거리,7,사용자
1310638,대여,2012년08월24일17시19분59초,사천교,17,사용자
1310646,대여,2012년08월24일17시30분31초,홍은사거리,3,사용자
1310647,대여,2012년08월24일17시32분49초,홍은사거리,19,사용자
1310649,대여,2012년08월24일17시36분10초,홍은사거리,2,사용자
1310651,대여,2012년08월24일17시38분11초,홍은사거리,13,사용자
1310653,대여,2012년08월24일17시41분04초,홍은사거리,1,사용자
1310654,대여,2012년08월24일17시41분57초,해담는 다리,1,사용자
1310655,대여,2012년08월24일17시42분37초,해담는 다리,7,사용자
1310656,대여,2012년08월24일17시58분49초,해담는 다리,11,사용자
1310658,대여,2012년08월24일18시00분46초,해담는 다리,10,사용자
1310660,대여,2012년08월24일18시05분35초,홍은사거리,3,사용자
1310661,대여,2012년08월24일18시06분09초,문화촌,6,사용자
1310662,대여,2012년08월24일18시06분24초,홍은사거리,13,사용자
1310663,대여,2012년08월24일18시10분59초,문화촌,17,사용자
1310666,대여,2012년08월24일18시12분17초,문화촌,16,사용자
1310671,대여,2012년08월24일18시34분13초,홍은사거리,3,사용자
1310672,대여,2012년08월24일18시35분14초,홍은사거리,7,사용자
1310675,대여,2012년08월24일18시37분02초,문화촌,14,사용자
1310676,대여,2012년08월24일18시39분18초,사천교,12,사용자
1310678,대여,2012년08월24일18시42분10초,홍은사거리,13,사용자
1310692,대여,2012년08월24일19시31분57초,홍은사거리,5,사용자
1310693,대여,2012년08월24일19시32분48초,홍은사거리,3,사용자
1310695,대여,2012년08월24일19시34분24초,홍은사거리,17,사용자
1310696,대여,2012년08월24일19시35분14초,문화촌,9,사용자
1310699,대여,2012년08월24일19시45분21초,문화촌,6,사용자
1310700,대여,2012년08월24일19시47분38초,문화촌,12,사용자
1310707,대여,2012년08월25일07시55분51초,홍은사거리,22,사용자
1310709,대여,2012년08월25일08시30분45초,사천교,17,사용자
1310710,대여,2012년08월25일08시40분00초,사천교,16,사용자
1310715,대여,2012년08월25일10시04분00초,홍은사거리,13,사용자
1310717,대여,2012년08월25일10시05분38초,홍은사거리,22,사용자
1310718,대여,2012년08월25일10시06분46초,홍은사거리,17,사용자
1310719,대여,2012년08월25일10시32분14초,문화촌,17,사용자
1310721,대여,2012년08월25일10시45분28초,문화촌,17,사용자
1310722,대여,2012년08월25일10시58분22초,사천교,8,사용자
1310724,대여,2012년08월25일11시16분25초,문화촌,3,사용자
1310725,대여,2012년08월25일11시36분44초,증산2교,19,사용자
1310726,대여,2012년08월25일12시03분36초,증산2교,4,사용자
1310727,대여,2012년08월25일12시05분29초,사천교,6,사용자
1310728,대여,2012년08월25일12시14분27초,해담는 다리,1,사용자
1310730,대여,2012년08월25일12시21분12초,문화촌,12,사용자
1310734,대여,2012년08월25일12시37분25초,증산2교,3,사용자
1310736,대여,2012년08월25일12시41분09초,홍은사거리,3,사용자
1310737,대여,2012년08월25일12시45분06초,홍은사거리,5,사용자
1310739,대여,2012년08월25일12시47분41초,홍은사거리,19,사용자
1310740,대여,2012년08월25일12시49분27초,홍은사거리,13,사용자
1310743,대여,2012년08월25일12시54분03초,해담는 다리,5,사용자
1310750,대여,2012년08월25일13시10분03초,문화촌,14,사용자
1310754,대여,2012년08월25일13시20분17초,홍은사거리,24,사용자
1310763,대여,2012년08월25일13시57분17초,문화촌,16,사용자
1310765,대여,2012년08월25일14시05분47초,문화촌,14,사용자
1310766,대여,2012년08월25일14시06분50초,문화촌,19,사용자
1310767,대여,2012년08월25일14시08분22초,문화촌,15,사용자
1310770,대여,2012년08월25일14시11분22초,해담는 다리,6,사용자
1310771,대여,2012년08월25일14시12분11초,해담는 다리,5,사용자
1310772,대여,2012년08월25일14시12분55초,해담는 다리,8,사용자
1310775,대여,2012년08월25일14시23분26초,문화촌,15,사용자
1310776,대여,2012년08월25일14시24분25초,문화촌,19,사용자
1310780,대여,2012년08월25일14시46분31초,문화촌,4,사용자
1310782,대여,2012년08월25일14시48분11초,문화촌,17,사용자
1310786,대여,2012년08월25일15시00분04초,홍은사거리,5,사용자
1310787,대여,2012년08월25일15시03분27초,홍은사거리,10,사용자
1310788,대여,2012년08월25일15시19분11초,사천교,4,사용자
1310790,대여,2012년08월25일15시23분03초,사천교,6,사용자
1310792,대여,2012년08월25일15시26분21초,해담는 다리,10,사용자
1310793,대여,2012년08월25일15시27분15초,홍은사거리,3,사용자
1310795,대여,2012년08월25일15시45분08초,해담는 다리,11,사용자
1310796,대여,2012년08월25일15시48분47초,홍은사거리,7,사용자
1310800,대여,2012년08월25일15시55분18초,사천교,14,사용자
1310802,대여,2012년08월25일16시19분08초,홍은사거리,24,사용자
1310803,대여,2012년08월25일16시27분34초,해담는 다리,9,사용자
1310804,대여,2012년08월25일16시28분50초,홍은사거리,4,사용자
1310806,대여,2012년08월25일16시30분33초,사천교,8,사용자
1310807,대여,2012년08월25일16시33분56초,사천교,4,사용자
1310810,대여,2012년08월25일16시35분45초,홍은사거리,4,사용자
1310812,대여,2012년08월25일16시52분47초,사천교,6,사용자
1310821,대여,2012년08월25일17시06분43초,홍은사거리,24,사용자
1310823,대여,2012년08월25일17시09분59초,사천교,10,사용자
1310827,대여,2012년08월25일17시16분33초,홍은사거리,3,사용자
1310829,대여,2012년08월25일17시18분17초,홍은사거리,7,사용자
1310832,대여,2012년08월25일17시55분57초,홍은사거리,19,사용자
1310833,대여,2012년08월25일17시57분58초,홍은사거리,3,사용자
1310835,대여,2012년08월25일18시03분45초,홍은사거리,5,사용자
1310840,대여,2012년08월25일18시16분34초,홍은사거리,3,사용자
1310842,대여,2012년08월25일18시18분15초,홍은사거리,19,사용자
1310844,대여,2012년08월25일18시29분09초,홍은사거리,7,사용자
1310845,대여,2012년08월25일18시30분07초,홍은사거리,19,사용자
1310846,대여,2012년08월25일18시31분40초,홍은사거리,13,사용자
1310847,대여,2012년08월25일18시32분26초,홍은사거리,3,사용자
1310853,대여,2012년08월25일18시36분45초,홍은사거리,14,사용자
1310855,대여,2012년08월25일18시38분46초,홍은사거리,14,사용자
1310856,대여,2012년08월25일18시41분52초,홍은사거리,3,사용자
1310861,대여,2012년08월25일19시05분32초,홍은사거리,4,사용자
1310862,대여,2012년08월25일19시06분19초,홍은사거리,24,사용자
1310863,대여,2012년08월25일19시28분16초,홍은사거리,2,사용자
1310867,대여,2012년08월25일19시42분19초,사천교,6,사용자
1310871,대여,2012년08월25일19시44분43초,홍은사거리,5,사용자
1310873,대여,2012년08월25일19시51분01초,홍은사거리,2,사용자
1310875,대여,2012년08월25일19시53분24초,홍은사거리,19,사용자
1310878,대여,2012년08월25일20시00분00초,홍은사거리,2,사용자
1310890,대여,2012년08월26일07시05분46초,홍은사거리,24,사용자
1310891,대여,2012년08월26일07시07분17초,홍은사거리,5,사용자
1310892,대여,2012년08월26일08시27분30초,홍은사거리,4,사용자
1310893,대여,2012년08월26일08시27분46초,사천교,6,사용자
1310895,대여,2012년08월26일08시29분52초,홍은사거리,13,사용자
1310898,대여,2012년08월26일08시33분00초,홍은사거리,19,사용자
1310899,대여,2012년08월26일08시35분07초,홍은사거리,13,사용자
1310936,대여,2012년08월26일09시03분54초,증산2교,7,사용자
1310937,대여,2012년08월26일09시09분25초,해담는 다리,5,사용자
1310940,대여,2012년08월26일09시34분16초,문화촌,16,사용자
1310941,대여,2012년08월26일09시37분44초,홍은사거리,4,관리자
1310948,대여,2012년08월26일09시45분10초,문화촌,14,사용자
1310960,대여,2012년08월26일10시41분10초,문화촌,15,사용자
1310965,대여,2012년08월26일10시53분30초,문화촌,17,사용자
1310966,대여,2012년08월26일10시58분44초,문화촌,3,사용자
1310967,대여,2012년08월26일10시59분05초,홍은사거리,24,사용자
1310969,대여,2012년08월26일11시09분42초,홍은사거리,8,사용자
1310971,대여,2012년08월26일11시12분11초,홍은사거리,8,사용자
1310973,대여,2012년08월26일11시13분46초,홍은사거리,5,사용자
1310974,대여,2012년08월26일11시14분47초,홍은사거리,19,사용자
1310976,대여,2012년08월26일11시41분10초,해담는 다리,8,사용자
1310978,대여,2012년08월26일11시44분50초,해담는 다리,11,사용자
1310979,대여,2012년08월26일11시48분14초,해담는 다리,8,사용자
1310980,대여,2012년08월26일11시48분36초,문화촌,14,사용자
1310982,대여,2012년08월26일11시57분15초,해담는 다리,5,사용자
1310986,대여,2012년08월26일12시08분43초,사천교,15,사용자
1310988,대여,2012년08월26일12시41분37초,문화촌,15,사용자
1310989,대여,2012년08월26일12시44분44초,홍은사거리,2,사용자
1310993,대여,2012년08월26일12시52분43초,홍은사거리,13,사용자
1310996,대여,2012년08월26일12시58분55초,문화촌,15,사용자
1310997,대여,2012년08월26일13시06분59초,증산2교,19,사용자
1311001,대여,2012년08월26일13시28분47초,증산2교,5,사용자
1311003,대여,2012년08월26일13시30분32초,증산2교,3,사용자
1311004,대여,2012년08월26일13시30분39초,문화촌,15,사용자
1311005,대여,2012년08월26일13시31분44초,홍은사거리,10,사용자
1311006,대여,2012년08월26일13시33분21초,홍은사거리,5,사용자
1311008,대여,2012년08월26일13시37분46초,홍은사거리,4,사용자
1311010,대여,2012년08월26일13시46분04초,문화촌,17,사용자
1311014,대여,2012년08월26일13시53분36초,문화촌,4,사용자
1311036,대여,2012년08월26일13시55분22초,문화촌,14,사용자
1311048,대여,2012년08월26일13시59분36초,해담는 다리,9,사용자
1311051,대여,2012년08월26일14시13분28초,해담는 다리,7,사용자
1311053,대여,2012년08월26일14시13분55초,홍은사거리,2,사용자
1311057,대여,2012년08월26일14시15분46초,해담는 다리,13,사용자
1311059,대여,2012년08월26일14시17분16초,홍은사거리,5,사용자
1311066,대여,2012년08월26일14시19분41초,홍은사거리,4,사용자
1311067,대여,2012년08월26일14시27분30초,증산2교,6,사용자
1311070,대여,2012년08월26일14시37분18초,문화촌,15,사용자
1311072,대여,2012년08월26일14시38분59초,문화촌,17,사용자
1311074,대여,2012년08월26일14시41분23초,문화촌,19,사용자
1311076,대여,2012년08월26일14시51분52초,증산2교,12,사용자
1311077,대여,2012년08월26일14시53분26초,증산2교,10,사용자
1311078,대여,2012년08월26일14시55분44초,증산2교,7,사용자
1311079,대여,2012년08월26일14시59분47초,문화촌,16,사용자
1311080,대여,2012년08월26일15시01분26초,홍은사거리,2,사용자
1311081,대여,2012년08월26일15시04분54초,문화촌,3,사용자
1311083,대여,2012년08월26일15시05분41초,문화촌,4,사용자
1311089,대여,2012년08월26일15시09분24초,문화촌,14,사용자
1311096,대여,2012년08월26일15시20분04초,문화촌,15,사용자
1311099,대여,2012년08월26일15시25분23초,문화촌,4,사용자
1311101,대여,2012년08월26일15시26분52초,문화촌,6,사용자
1311102,대여,2012년08월26일15시27분27초,증산2교,17,사용자
1311104,대여,2012년08월26일15시32분17초,증산2교,15,사용자
1311111,대여,2012년08월26일15시47분11초,홍은사거리,5,사용자
1311112,대여,2012년08월26일15시47분59초,홍은사거리,10,사용자
1311114,대여,2012년08월26일15시57분41초,사천교,13,사용자
1311115,대여,2012년08월26일16시07분12초,문화촌,4,사용자
1311118,대여,2012년08월26일16시08분19초,홍은사거리,24,사용자
1311119,대여,2012년08월26일16시08분46초,문화촌,15,사용자
1311124,대여,2012년08월26일16시15분55초,해담는 다리,2,사용자
1311126,대여,2012년08월26일16시17분11초,홍은사거리,3,사용자
1311127,대여,2012년08월26일16시17분31초,해담는 다리,6,사용자
1311129,대여,2012년08월26일16시19분28초,해담는 다리,11,사용자
1311131,대여,2012년08월26일16시22분23초,증산2교,19,사용자
1311133,대여,2012년08월26일16시24분07초,해담는 다리,7,사용자
1311135,대여,2012년08월26일16시36분19초,홍은사거리,3,사용자
1311138,대여,2012년08월26일16시40분29초,홍은사거리,3,사용자
1311139,대여,2012년08월26일16시41분07초,홍은사거리,4,사용자
1311142,대여,2012년08월26일16시43분30초,홍은사거리,4,사용자
1311150,대여,2012년08월26일16시47분57초,홍은사거리,8,사용자
1311158,대여,2012년08월26일17시31분26초,홍은사거리,13,사용자
1311159,대여,2012년08월26일17시32분05초,홍은사거리,5,사용자
1311160,대여,2012년08월26일17시32분55초,홍은사거리,19,사용자
1311166,대여,2012년08월26일17시42분56초,홍은사거리,8,사용자
1311168,대여,2012년08월26일17시46분13초,증산2교,20,사용자
1311173,대여,2012년08월26일17시56분03초,증산2교,6,사용자
1311175,대여,2012년08월26일18시01분05초,홍은사거리,19,사용자
1311182,대여,2012년08월26일18시06분38초,홍은사거리,19,사용자
1311183,대여,2012년08월26일18시06분43초,해담는 다리,14,사용자
1311184,대여,2012년08월26일18시07분12초,홍은사거리,8,사용자
1311186,대여,2012년08월26일18시08분14초,홍은사거리,3,사용자
1311187,대여,2012년08월26일18시08분42초,홍은사거리,10,사용자
1311192,대여,2012년08월26일18시21분10초,해담는 다리,7,사용자
1311193,대여,2012년08월26일18시22분22초,해담는 다리,11,사용자
1311197,대여,2012년08월26일18시24분50초,홍은사거리,19,사용자
1311199,대여,2012년08월26일18시31분33초,해담는 다리,2,사용자
1311202,대여,2012년08월26일18시39분18초,해담는 다리,13,사용자
1311205,대여,2012년08월26일18시59분26초,홍은사거리,8,사용자
1311206,대여,2012년08월26일19시12분05초,해담는 다리,8,사용자
1311211,대여,2012년08월26일19시41분34초,해담는 다리,8,사용자
1311213,대여,2012년08월26일19시42분24초,해담는 다리,5,사용자
1311214,대여,2012년08월26일19시47분07초,해담는 다리,10,사용자
1311215,대여,2012년08월26일19시49분38초,해담는 다리,2,사용자
1311218,대여,2012년08월26일19시51분43초,해담는 다리,11,사용자
1311219,대여,2012년08월26일19시53분07초,해담는 다리,14,사용자
1311238,대여,2012년08월27일09시01분14초,해담는 다리,7,사용자
1311239,대여,2012년08월27일09시37분56초,홍은사거리,5,사용자
1311241,대여,2012년08월27일09시41분03초,홍은사거리,10,사용자
1311246,대여,2012년08월27일10시57분12초,홍은사거리,24,사용자
1311247,대여,2012년08월27일11시59분14초,해담는 다리,14,사용자
1311249,대여,2012년08월27일12시06분21초,홍은사거리,19,사용자
1311256,대여,2012년08월27일13시38분29초,홍은사거리,24,사용자
1311258,대여,2012년08월27일13시57분01초,홍은사거리,18,사용자
1311261,대여,2012년08월27일15시23분02초,해담는 다리,11,사용자
1311263,대여,2012년08월27일15시32분53초,증산2교,11,사용자
1311265,대여,2012년08월27일16시10분50초,증산2교,10,사용자
1311266,대여,2012년08월27일16시38분57초,증산2교,19,사용자
1311267,대여,2012년08월27일16시39분32초,문화촌,14,사용자
1311275,대여,2012년08월27일16시59분24초,홍은사거리,10,사용자
1311276,대여,2012년08월27일17시05분23초,증산2교,17,사용자
1311277,대여,2012년08월27일17시05분35초,홍은사거리,5,사용자
1311279,대여,2012년08월27일17시06분39초,홍은사거리,3,사용자
1311280,대여,2012년08월27일17시06분42초,증산2교,13,사용자
1311284,대여,2012년08월27일17시22분54초,문화촌,14,사용자
1311287,대여,2012년08월27일17시39분50초,홍은사거리,19,사용자
1311289,대여,2012년08월27일17시45분27초,홍은사거리,22,사용자
1311290,대여,2012년08월27일18시00분33초,해담는 다리,8,사용자
1311291,대여,2012년08월27일18시29분13초,증산2교,3,사용자
1311292,대여,2012년08월27일18시30분45초,증산2교,15,사용자
1311294,대여,2012년08월27일18시37분56초,증산2교,17,사용자
1311297,대여,2012년08월27일19시02분20초,문화촌,6,사용자
1311298,대여,2012년08월27일19시03분05초,증산2교,16,사용자
1311299,대여,2012년08월27일19시17분17초,문화촌,12,사용자
1311303,대여,2012년08월27일19시43분04초,해담는 다리,11,사용자
1311305,대여,2012년08월27일19시45분13초,해담는 다리,14,사용자
1311319,대여,2012년08월27일19시51분16초,해담는 다리,2,사용자
1311325,대여,2012년08월28일09시54분07초,해담는 다리,10,관리자
1311326,대여,2012년08월28일09시54분29초,해담는 다리,6,관리자
1311327,대여,2012년08월28일09시54분32초,해담는 다리,8,관리자
1311328,대여,2012년08월28일09시54분36초,해담는 다리,14,관리자
1311331,대여,2012년08월28일10시01분02초,증산2교,12,관리자
1311339,대여,2012년08월28일10시34분26초,홍은사거리,20,관리자
1311340,대여,2012년08월29일10시08분38초,홍은사거리,8,사용자
1311341,대여,2012년08월29일10시26분19초,해담는 다리,9,사용자
1311342,대여,2012년08월29일10시38분12초,홍은사거리,19,관리자
1311343,대여,2012년08월29일10시38분23초,홍은사거리,3,관리자
1311344,대여,2012년08월29일10시49분00초,증산2교,5,사용자
1311346,대여,2012년08월29일10시54분20초,해담는 다리,1,사용자
1311347,대여,2012년08월29일10시55분24초,문화촌,10,관리자
1311348,대여,2012년08월29일10시57분39초,문화촌,19,관리자
1311350,대여,2012년08월29일11시20분15초,해담는 다리,11,사용자
1311354,대여,2012년08월29일11시33분37초,해담는 다리,13,사용자
1311356,대여,2012년08월29일12시11분14초,문화촌,9,사용자
1311358,대여,2012년08월29일12시30분11초,증산2교,2,사용자
1311360,대여,2012년08월29일12시34분40초,해담는 다리,5,사용자
1311362,대여,2012년08월29일12시37분38초,해담는 다리,7,사용자
1311364,대여,2012년08월29일12시39분38초,해담는 다리,14,사용자
1311365,대여,2012년08월29일12시51분29초,해담는 다리,9,사용자
1311367,대여,2012년08월29일12시59분18초,문화촌,15,사용자
1311369,대여,2012년08월29일13시02분12초,문화촌,9,사용자
1311370,대여,2012년08월29일13시04분52초,해담는 다리,11,사용자
1311371,대여,2012년08월29일13시35분44초,홍은사거리,8,사용자
1311375,대여,2012년08월29일14시35분49초,해담는 다리,9,사용자
1311377,대여,2012년08월29일15시04분04초,해담는 다리,7,사용자
1311378,대여,2012년08월29일15시06분54초,해담는 다리,5,사용자
1311379,대여,2012년08월29일15시40분29초,증산2교,20,사용자
1311380,대여,2012년08월29일15시43분01초,문화촌,12,사용자
1311385,대여,2012년08월29일16시01분45초,홍은사거리,13,사용자
1311389,대여,2012년08월29일16시23분39초,홍은사거리,1,사용자
1311391,대여,2012년08월29일16시38분57초,홍은사거리,7,사용자
1311392,대여,2012년08월29일16시39분32초,홍은사거리,3,사용자
1311398,대여,2012년08월29일17시16분33초,해담는 다리,2,사용자
1311401,대여,2012년08월29일17시28분40초,문화촌,6,사용자
1311402,대여,2012년08월29일17시29분51초,문화촌,17,사용자
1311407,대여,2012년08월29일18시55분58초,해담는 다리,13,사용자
1311408,대여,2012년08월29일19시03분24초,증산2교,9,사용자
1311409,대여,2012년08월29일19시14분24초,문화촌,9,사용자
1311411,대여,2012년08월29일19시16분46초,문화촌,15,사용자
1311412,대여,2012년08월29일19시26분32초,증산2교,14,사용자
1311413,대여,2012년08월29일19시27분09초,증산2교,11,사용자
1311418,대여,2012년08월29일19시37분35초,홍은사거리,7,사용자
1311419,대여,2012년08월29일19시38분22초,홍은사거리,2,사용자
1311420,대여,2012년08월29일19시41분17초,문화촌,14,사용자
1311423,대여,2012년08월29일19시46분42초,문화촌,19,사용자
1311424,대여,2012년08월29일19시47분51초,문화촌,6,사용자
1311425,대여,2012년08월29일19시48분35초,문화촌,9,사용자
1311426,대여,2012년08월29일19시50분08초,증산2교,2,사용자
1311427,대여,2012년08월29일19시52분03초,증산2교,17,사용자
1311429,대여,2012년08월29일19시52분50초,증산2교,19,사용자
1311430,대여,2012년08월29일19시53분24초,문화촌,4,사용자
1311431,대여,2012년08월29일19시54분07초,증산2교,4,사용자
1311433,대여,2012년08월29일19시55분08초,증산2교,16,사용자
1311434,대여,2012년08월29일19시56분28초,증산2교,6,사용자
1311437,대여,2012년08월29일20시01분45초,문화촌,19,사용자
1311485,대여,2012년08월30일15시40분52초,문화촌,10,사용자
1311530,대여,2012년08월31일09시19분11초,문화촌,16,사용자
1311540,대여,2012년08월31일10시22분57초,문화촌,6,관리자
1311544,대여,2012년08월31일11시58분03초,해담는 다리,8,사용자
1311547,대여,2012년08월31일12시24분53초,홍은사거리,2,사용자
1311549,대여,2012년08월31일12시27분07초,홍은사거리,3,사용자
1311550,대여,2012년08월31일12시32분16초,문화촌,6,사용자
1311551,대여,2012년08월31일12시38분39초,해담는 다리,14,사용자
1311552,대여,2012년08월31일12시40분49초,증산2교,8,사용자
1311553,대여,2012년08월31일12시48분28초,문화촌,15,사용자
1311586,대여,2012년08월31일13시50분09초,문화촌,9,사용자
1311587,대여,2012년08월31일13시54분39초,해담는 다리,11,사용자
1311595,대여,2012년08월31일14시35분04초,홍은사거리,10,사용자
1311598,대여,2012년08월31일14시51분39초,홍은사거리,5,사용자
1311608,대여,2012년08월31일15시08분29초,홍은사거리,3,사용자
1311619,대여,2012년08월31일15시16분34초,사천교,16,사용자
1311621,대여,2012년08월31일15시18분31초,문화촌,6,사용자
1311622,대여,2012년08월31일15시28분38초,해담는 다리,13,사용자
1311640,대여,2012년08월31일15시52분43초,홍은사거리,4,사용자
1311641,대여,2012년08월31일15시54분18초,홍은사거리,13,사용자
1311653,대여,2012년08월31일15시56분15초,사천교,16,사용자
1311654,대여,2012년08월31일15시56분17초,홍은사거리,7,사용자
1311665,대여,2012년08월31일16시04분28초,홍은사거리,19,사용자
1311677,대여,2012년08월31일16시10분52초,사천교,12,사용자
1311697,대여,2012년08월31일16시19분56초,홍은사거리,10,사용자
1311698,대여,2012년08월31일16시24분30초,홍은사거리,20,사용자
1311700,대여,2012년08월31일16시33분33초,증산2교,4,사용자
1311701,대여,2012년08월31일16시40분46초,홍은사거리,1,사용자
1311702,대여,2012년08월31일16시43분54초,문화촌,9,사용자
1311703,대여,2012년08월31일16시44분29초,문화촌,19,사용자
1311705,대여,2012년08월31일16시49분43초,문화촌,12,사용자
1311708,대여,2012년08월31일17시02분58초,홍은사거리,1,사용자
